date_reservation, date_accommodation_begin, nights, city, hotel_name, room_type, number_of_rooms, total_price, cancellation7, cancellation2
2024-05-21, 2024-07-14, 2, Konya, Novotel Konya, deluxe, 8, 22560, 0.30000000000000004, 0.4
2024-06-17, 2024-08-08, 13, Aydın, Surtel Hotel, standard, 1, 43810, 0.25, 0.6000000000000001
2024-06-05, 2024-07-27, 2, Bangkok, Novotel Bangkok Ploenchit Sukhumvit, executive, 2, 8680, 0.30000000000000004, 0.4
2024-05-22, 2024-07-11, 4, Bangkok, Red Planet Bangkok, deluxe, 2, 5600, 0.2, 0.6000000000000001
2024-05-25, 2024-07-14, 1, Auckland, Sofitel Auckland Viaduct Harbour, large, 13, 60710, 0.4, 0.5
2024-05-21, 2024-07-12, 6, Bursa, Hilton Bursa, executive, 1, 17160, 0.2, 0.85
2024-05-25, 2024-07-19, 3, Paris, Pullman Paris Tour Eiffel, suit, 2, 9480, 0.35000000000000003, 0.55
2024-06-13, 2024-08-06, 3, Los Angeles, Comfort Inn Los Angeles, large, 12, 73440, 0.30000000000000004, 0.75
2024-05-24, 2024-07-15, 2, Rio de Janeiro, Arena Copacabana Hotel, standard, 34, 244120, 0.25, 0.4
2024-05-19, 2024-07-12, 1, İzmir, DoubleTree by Hilton, executive, 2, 3740, 0.35000000000000003, 0.7
2024-05-25, 2024-07-14, 3, Şanlıurfa, El Ruha Hotel, suit, 2, 20580, 0.3, 0.8
2024-05-25, 2024-07-19, 2, Milano, Ibis Milano Centro, deluxe, 1, 2740, 0.25, 0.45000000000000007
2024-05-17, 2024-07-10, 2, Cairo, City View Hotel, large, 10, 16800, 0.2, 0.30000000000000004
2024-06-07, 2024-07-27, 8, Moskova, Holiday Inn Moscow, deluxe, 1, 12400, 0.30000000000000004, 0.85
2024-06-14, 2024-08-07, 5, Şanghay, Novotel Shanghai Clover, executive, 2, 18500, 0.35000000000000003, 0.55
2024-05-30, 2024-07-20, 1, Auckland, Sofitel Auckland Viaduct Harbour, large, 3, 15900, 0.4, 0.5
2024-06-11, 2024-08-04, 1, Nevşehir, Cappadocia Cave Resort, suit, 1, 1530, 0.25, 0.7
2024-06-10, 2024-08-02, 2, Sao Paulo, Fasano Sao Paulo, standard, 8, 66880, 0.3, 1
2024-05-28, 2024-07-20, 6, Bali, AYANA Resort and Spa Bali, large, 2, 37200, 0.25, 0.95
2024-05-23, 2024-07-17, 1, Viyana, Hotel Regina, large, 10, 35500, 0.2, 0.85
2024-05-30, 2024-07-22, 1, Seul, The Plaza Seoul, large, 6, 11280, 0.35000000000000003, 1
2024-06-01, 2024-07-24, 2, Konya, Dedeman Konya Hotel, suit, 2, 9560, 0.25, 0.65
2024-06-13, 2024-08-05, 6, Mersin, Atlıhan Hotel, standard, 3, 50040, 0.25, 0.55
2024-06-03, 2024-07-28, 5, Nevşehir, Shoestring Cave House, executive, 2, 21900, 0.25, 0.30000000000000004
2024-06-09, 2024-08-01, 8, Auckland, Grand Millennium Auckland, suit, 10, 140800, 0.35000000000000003, 0.7
2024-05-20, 2024-07-11, 4, Seul, The Shilla Seoul, suit, 2, 30640, 0.4, 0.8
2024-05-31, 2024-07-21, 1, Ankara, Radisson Blu Ankara, standard, 7, 11620, 0.35000000000000003, 0.7
2024-05-26, 2024-07-16, 6, Kuala Lumpur, Hotel Sentral Kuala Lumpur, executive, 2, 22440, 0.25, 0.30000000000000004
2024-06-08, 2024-07-28, 6, Las Vegas, Circus Circus Hotel & Casino, standard, 5, 28500, 0.15000000000000002, 0.30000000000000004
2024-06-08, 2024-07-29, 2, Rio de Janeiro, Arena Copacabana Hotel, executive, 2, 9320, 0.25, 0.4
2024-06-15, 2024-08-08, 2, Jakarta, Hotel Borobudur Jakarta, deluxe, 2, 18360, 0.35000000000000003, 0.4
2024-06-06, 2024-07-28, 4, Ankara, Hotel Abro Sezenler, executive, 1, 7640, 0.25, 0.75
2024-05-19, 2024-07-10, 2, İstanbul, The Constantine Hotel, standard, 5, 7500, 0.25, 0.75
2024-06-18, 2024-08-10, 4, Pekin, King’s Joy Hotel, executive, 1, 5680, 0.30000000000000004, 0.6000000000000001
2024-06-14, 2024-08-04, 4, Eskişehir, Abaci Konak Otel, standard, 5, 13400, 0.30000000000000004, 0.75
2024-05-31, 2024-07-24, 12, Los Angeles, The Westin Bonaventure Hotel, deluxe, 5, 266400, 0.30000000000000004, 0.7
2024-05-29, 2024-07-22, 3, Şanghay, Renaissance Shanghai Yu Garden Hotel, deluxe, 10, 33000, 0.30000000000000004, 0.7
2024-05-21, 2024-07-15, 5, Bali, Hotel Terrace at Kuta, executive, 1, 7200, 0.30000000000000004, 0.30000000000000004
2024-06-17, 2024-08-08, 3, Barselona, Hotel Arts Barcelona, deluxe, 1, 9960, 0.4, 1
2024-05-27, 2024-07-17, 11, Roma, UNA Hotel Roma, deluxe, 3, 46860, 0.25, 0.85
2024-06-03, 2024-07-23, 2, Trabzon, Radisson Blu Hotel Trabzon, executive, 2, 10880, 0.25, 0.5
2024-06-17, 2024-08-06, 3, Kuala Lumpur, Berjaya Times Square Hotel, large, 2, 6420, 0.2, 0.7
2024-05-26, 2024-07-18, 4, Mumbai, Trident Nariman Point, suit, 10, 90400, 0.2, 0.55
2024-05-28, 2024-07-22, 4, Milano, NH Collection Milano President, standard, 40, 452800, 0.35000000000000003, 0.55
2024-05-27, 2024-07-18, 5, Mumbai, The Taj Mahal Palace, large, 16, 307200, 0.25, 0.5
2024-06-18, 2024-08-07, 4, Mersin, Mersin HiltonSA, large, 2, 38400, 0.35, 1
2024-05-24, 2024-07-16, 6, Eskişehir, Tasigo Hotels Eskisehir, executive, 2, 32880, 0.4, 0.95
2024-06-05, 2024-07-28, 3, Gaziantep, Hampton by Hilton, deluxe, 1, 4170, 0.25, 1
2024-05-28, 2024-07-22, 13, Johannesburg, The Michelangelo Hotel, suit, 10, 340600, 0.4, 0.5
2024-05-21, 2024-07-11, 8, Londra, DoubleTree by Hilton Londra, deluxe, 8, 59520, 0.35000000000000003, 0.85
2024-05-23, 2024-07-12, 1, Cairo, Ramses Hilton, large, 1, 4780, 0.35000000000000003, 0.85
2024-06-12, 2024-08-04, 2, Buenos Aires, NH Buenos Aires Latino, executive, 2, 9480, 0.2, 1
2024-06-01, 2024-07-21, 5, Pekin, Novotel Beijing Peace, deluxe, 2, 19000, 0.35000000000000003, 0.55
2024-06-05, 2024-07-28, 15, Aydın, Korumar Ephesus Beach, standard, 27, 2251800, 0.3, 1
2024-06-15, 2024-08-05, 15, New York, DoubleTree by Hilton Times Square, standard, 1, 19650, 0.35000000000000003, 0.4
2024-05-24, 2024-07-14, 4, Sydney, Novotel Sydney Central, executive, 2, 23120, 0.25, 0.85
2024-06-04, 2024-07-24, 2, New York, The Jane Hotel, suit, 3, 10800, 0.15000000000000002, 0.45000000000000007
2024-05-25, 2024-07-18, 1, Londra, Travelodge London Central, large, 1, 950, 0.15000000000000002, 0.75
2024-05-21, 2024-07-11, 3, Los Angeles, Sheraton Grand Los Angeles, deluxe, 1, 5610, 0.2, 0.85
2024-05-23, 2024-07-17, 5, Nairobi, The Sarova Stanley, suit, 9, 251100, 0.4, 1
2024-05-24, 2024-07-15, 4, Auckland, Ibis Budget Auckland Central, standard, 2, 7920, 0.15000000000000002, 0.30000000000000004
2024-06-08, 2024-07-31, 15, Barselona, Mandarin Oriental, executive, 1, 35550, 0.3, 1
2024-05-27, 2024-07-21, 6, Pekin, Holiday Inn Express Beijing Dongzhimen, deluxe, 1, 13620, 0.2, 0.85
2024-06-06, 2024-07-27, 11, Melbourne, Crowne Plaza Melbourne, suit, 1, 18150, 0.35000000000000003, 1
2024-06-13, 2024-08-03, 13, Riyadh, Four Seasons Hotel Riyadh, suit, 2, 132080, 0.25, 1
2024-06-17, 2024-08-07, 2, Mumbai, The St. Regis Mumbai, suit, 1, 3880, 0.30000000000000004, 1
2024-06-15, 2024-08-05, 15, Nevşehir, Stone House Cave Hotel, standard, 1, 15300, 0.35000000000000003, 0.4
2024-05-27, 2024-07-18, 15, Nevşehir, Peri Cave Hotel, suit, 4, 59400, 0.25, 0.30000000000000004
2024-06-13, 2024-08-04, 14, İzmir, Hotel Anemon Ege, suit, 3, 72660, 0.30000000000000004, 0.6000000000000001
2024-05-20, 2024-07-12, 2, Gaziantep, Hampton by Hilton, standard, 31, 86800, 0.25, 1
2024-05-21, 2024-07-14, 4, Bangkok, Holiday Inn Bangkok, deluxe, 2, 12080, 0.30000000000000004, 0.7
2024-06-03, 2024-07-24, 3, Jakarta, Ibis Jakarta Tamarin, large, 15, 49500, 0.2, 0.30000000000000004
2024-06-06, 2024-07-28, 1, Madrid, Petit Palace Cliper Gran Via, deluxe, 6, 8340, 0.30000000000000004, 0.30000000000000004
2024-05-23, 2024-07-16, 4, Kuala Lumpur, Hotel Sentral Kuala Lumpur, standard, 6, 61200, 0.25, 0.30000000000000004
2024-06-07, 2024-07-30, 2, Moskova, Maxima Panorama Hotel, standard, 11, 19360, 0.15000000000000002, 0.45000000000000007
2024-06-10, 2024-08-02, 1, Tokyo, Keio Plaza Hotel, suit, 1, 2430, 0.35000000000000003, 0.85
2024-06-07, 2024-07-29, 1, Konya, Novotel Konya, executive, 2, 3760, 0.30000000000000004, 0.4
2024-05-27, 2024-07-20, 1, Seul, Grand Hyatt Seoul, executive, 2, 5680, 0.4, 0.95
2024-06-17, 2024-08-08, 9, Seul, Four Points by Sheraton Josun, suit, 2, 34020, 0.2, 0.85
2024-06-12, 2024-08-05, 12, Eskişehir, Park Dedeman Eskisehir, deluxe, 10, 398400, 0.35, 1
2024-06-05, 2024-07-26, 5, Dubai, Ramada Downtown Dubai, large, 2, 11900, 0.30000000000000004, 0.85
2024-05-30, 2024-07-19, 1, Roma, Hotel Lancelot, standard, 4, 4720, 0.30000000000000004, 0.30000000000000004
2024-05-26, 2024-07-19, 2, Miami, Hotel St. Michel, standard, 11, 16500, 0.30000000000000004, 0.30000000000000004
2024-06-01, 2024-07-25, 5, Şanlıurfa, Manici Hotel, executive, 1, 11150, 0.30000000000000004, 0.85
2024-05-28, 2024-07-19, 1, Trabzon, Radisson Blu Hotel Trabzon, deluxe, 2, 7400, 0.25, 0.5
2024-06-05, 2024-07-29, 2, Los Angeles, The Ritz-Carlton, executive, 2, 27840, 0.4, 1
2024-05-31, 2024-07-20, 1, Dubai, Ramada Downtown Dubai, deluxe, 9, 11880, 0.30000000000000004, 0.85
2024-06-01, 2024-07-24, 2, Sao Paulo, Fasano Sao Paulo, executive, 4, 19040, 0.3, 1
2024-06-06, 2024-07-30, 1, Madrid, Hotel Liabeny, suit, 8, 17120, 0.35000000000000003, 0.85
2024-05-28, 2024-07-17, 2, Las Vegas, The Venetian Resort Las Vegas, suit, 1, 7220, 0.25, 0.8
2024-05-27, 2024-07-19, 2, Singapur, Village Hotel Bugis, suit, 2, 6520, 0.25, 0.85
2024-06-02, 2024-07-26, 1, Paris, Le Bristol Paris, suit, 1, 3590, 0.35, 0.5
2024-06-16, 2024-08-08, 1, Milano, Hotel Berna, executive, 1, 2210, 0.25, 0.45000000000000007
2024-06-05, 2024-07-28, 7, Bursa, Divan Bursa, suit, 1, 13440, 0.30000000000000004, 0.7
2024-06-17, 2024-08-06, 2, Ankara, Hotel Abro Sezenler, standard, 2, 3480, 0.25, 0.75
2024-06-08, 2024-08-02, 15, Gaziantep, Grand Hotel Gaziantep, executive, 2, 80100, 0.3, 0.95
2024-06-16, 2024-08-05, 3, Mumbai, The St. Regis Mumbai, large, 12, 43560, 0.30000000000000004, 1
2024-06-14, 2024-08-03, 6, New York, The Plaza Hotel, suit, 10, 180600, 0.3, 1
2024-06-17, 2024-08-07, 9, Trabzon, Novotel Trabzon, deluxe, 5, 271800, 0.4, 0.95
2024-05-20, 2024-07-13, 2, Pekin, Novotel Beijing Peace, suit, 6, 24840, 0.35000000000000003, 0.55
2024-06-04, 2024-07-24, 5, Gaziantep, Yunus Hotel, deluxe, 3, 19200, 0.25, 0.6000000000000001
2024-05-23, 2024-07-12, 10, Adana, Adana Plaza Hotel, suit, 1, 10900, 0.30000000000000004, 0.6000000000000001
2024-05-26, 2024-07-17, 13, Mexico City, Hotel Marbella, executive, 1, 23400, 0.15000000000000002, 0.30000000000000004
2024-06-10, 2024-07-31, 1, Madrid, Hotel Regina Madrid, large, 6, 6780, 0.2, 0.75
2024-06-06, 2024-07-30, 5, Johannesburg, Reef Hotel, executive, 1, 9350, 0.30000000000000004, 0.45000000000000007
2024-06-09, 2024-08-02, 1, Buenos Aires, Four Seasons Hotel Buenos Aires, deluxe, 12, 34680, 0.4, 0.5
2024-06-10, 2024-08-01, 5, Delhi, Hotel Ajanta, executive, 1, 10800, 0.30000000000000004, 0.30000000000000004
2024-06-04, 2024-07-27, 4, Mersin, Hilton Mersin, large, 2, 55200, 0.3, 1
2024-06-06, 2024-07-28, 2, Nairobi, Hemingways Nairobi, executive, 2, 12720, 0.4, 1
2024-06-17, 2024-08-10, 6, Kuala Lumpur, Shangri-La Hotel Kuala Lumpur, suit, 2, 133800, 0.3, 0.5
2024-05-24, 2024-07-13, 3, Aydın, Richmond Ephesus Resort, standard, 11, 167640, 0.4, 1
2024-06-21, 2024-08-10, 4, Rio de Janeiro, PortoBay Rio Internacional, deluxe, 5, 43000, 0.25, 0.4
2024-06-19, 2024-08-08, 6, New York, DoubleTree by Hilton Times Square, standard, 9, 56160, 0.35000000000000003, 0.4
2024-05-19, 2024-07-12, 5, Rio de Janeiro, Arena Copacabana Hotel, deluxe, 14, 156800, 0.25, 0.4
2024-05-22, 2024-07-13, 1, Johannesburg, Sandton Sun, large, 10, 22200, 0.25, 0.8
2024-06-11, 2024-08-03, 1, Jakarta, Mercure Jakarta Kota, standard, 2, 4780, 0.2, 1
2024-06-09, 2024-07-30, 1, Prag, Hotel Clement, suit, 4, 5040, 0.15000000000000002, 0.75
2024-06-08, 2024-07-30, 7, Madrid, Petit Palace Cliper Gran Via, executive, 2, 29400, 0.30000000000000004, 0.30000000000000004
2024-05-21, 2024-07-11, 2, Nevşehir, Peri Cave Hotel, deluxe, 6, 9600, 0.25, 0.30000000000000004
2024-06-12, 2024-08-06, 1, Nevşehir, Argos in Cappadocia, deluxe, 1, 4110, 0.4, 1
2024-06-17, 2024-08-10, 2, Viyana, Hotel Caroline, deluxe, 2, 20880, 0.30000000000000004, 0.6000000000000001
2024-06-03, 2024-07-28, 2, Bali, AYANA Resort and Spa Bali, deluxe, 5, 30500, 0.25, 0.95
2024-06-02, 2024-07-27, 5, Pekin, Waldorf Astoria Beijing, deluxe, 2, 35500, 0.3, 0.65
2024-05-17, 2024-07-10, 3, Nairobi, Villa Rosa Kempinski Nairobi, suit, 12, 113400, 0.4, 0.5
2024-06-08, 2024-07-29, 7, Johannesburg, Radisson Blu Gautrain Hotel, standard, 11, 80850, 0.2, 0.4
2024-06-02, 2024-07-26, 2, Viyana, Hotel Sacher Wien, executive, 1, 5980, 0.25, 1
2024-05-21, 2024-07-11, 1, Adana, Adana HiltonSA, suit, 14, 35980, 0.3, 1
2024-05-30, 2024-07-21, 1, Johannesburg, Signature Lux Hotel, executive, 1, 1890, 0.15000000000000002, 0.75
2024-06-09, 2024-08-01, 2, Nairobi, Hilton Garden Inn Nairobi, deluxe, 27, 53460, 0.25, 0.7
2024-06-09, 2024-08-02, 13, Cairo, City View Hotel, executive, 1, 24180, 0.2, 0.30000000000000004
2024-05-21, 2024-07-13, 3, Mumbai, Trident Nariman Point, deluxe, 4, 25920, 0.2, 0.55
2024-05-31, 2024-07-25, 10, Prag, Mandarin Oriental Prague, standard, 1, 33900, 0.4, 0.65
2024-06-19, 2024-08-10, 6, Hong Kong, Ibis Hong Kong Central, executive, 1, 9000, 0.30000000000000004, 0.30000000000000004
2024-06-13, 2024-08-02, 3, Antalya, Rixos Downtown Antalya, deluxe, 39, 518310, 0.35, 1
2024-06-09, 2024-07-30, 2, Antalya, Porto Bello Hotel, large, 4, 10960, 0.25, 0.85
2024-06-10, 2024-07-31, 3, Riyadh, Coral Olaya Hotel, deluxe, 6, 61380, 0.15000000000000002, 0.6000000000000001
2024-05-19, 2024-07-11, 2, Las Vegas, Wynn Las Vegas, executive, 1, 3720, 0.3, 1
2024-06-18, 2024-08-08, 5, Tokyo, Ueno Hotel, executive, 1, 6500, 0.25, 0.30000000000000004
2024-06-05, 2024-07-26, 5, Rio de Janeiro, PortoBay Rio Internacional, executive, 3, 145650, 0.25, 0.4
2024-05-29, 2024-07-22, 12, Antalya, Akra Barut, suit, 5, 166200, 0.3, 1
2024-05-22, 2024-07-12, 5, Eskişehir, Abaci Konak Otel, suit, 3, 20700, 0.30000000000000004, 0.75
2024-06-16, 2024-08-10, 3, Miami, EB Hotel Miami, executive, 1, 5280, 0.25, 0.85
2024-06-08, 2024-07-30, 1, Las Vegas, Luxor Hotel & Casino, deluxe, 1, 1450, 0.35000000000000003, 0.4
2024-06-14, 2024-08-05, 10, Milano, Armani Hotel Milano, deluxe, 6, 273000, 0.35, 1
2024-06-08, 2024-08-01, 2, Bangkok, Shangri-La Hotel Bangkok, executive, 2, 10680, 0.3, 1
2024-06-21, 2024-08-10, 5, San Francisco, Touchstone Hotel, standard, 2, 8900, 0.15000000000000002, 0.30000000000000004
2024-06-14, 2024-08-08, 3, Melbourne, Atlantis Hotel, executive, 1, 17640, 0.25, 0.75
2024-06-16, 2024-08-05, 2, Barselona, Hotel Arts Barcelona, suit, 1, 5960, 0.4, 1
2024-06-06, 2024-07-30, 2, Adana, Grand Amisos Hotel, suit, 8, 32000, 0.30000000000000004, 0.85
2024-06-07, 2024-07-27, 15, Rio de Janeiro, Miramar Hotel by Windsor, standard, 10, 243000, 0.30000000000000004, 0.7
2024-06-11, 2024-08-04, 1, Hong Kong, Mandarin Oriental Hong Kong, large, 1, 4500, 0.3, 0.8
2024-05-23, 2024-07-15, 2, San Francisco, Fairmont San Francisco, deluxe, 7, 59640, 0.25, 0.8
2024-05-29, 2024-07-21, 1, Eskişehir, Ibis Eskisehir, executive, 2, 4700, 0.2, 0.75
2024-06-05, 2024-07-29, 5, Nairobi, Trademark Hotel, large, 4, 19800, 0.25, 0.7
2024-05-30, 2024-07-23, 4, Melbourne, Park Hyatt Melbourne, executive, 2, 25680, 0.3, 0.95
2024-06-13, 2024-08-02, 2, Mumbai, The St. Regis Mumbai, standard, 15, 110700, 0.30000000000000004, 1
2024-05-17, 2024-07-10, 4, Milano, Hotel Principe di Savoia, executive, 2, 60320, 0.25, 0.65
2024-05-21, 2024-07-13, 1, Sydney, Shangri-La Hotel Sydney, large, 6, 33300, 0.35, 0.8
2024-06-20, 2024-08-09, 4, Eskişehir, Soyic Hotel, standard, 2, 4080, 0.25, 0.30000000000000004
2024-06-07, 2024-07-30, 6, Madrid, Gran Melia Palacio de los Duques, standard, 4, 96960, 0.3, 1
2024-05-25, 2024-07-14, 2, Cairo, Ramses Hilton, large, 32, 111360, 0.35000000000000003, 0.85
2024-05-21, 2024-07-11, 5, İzmir, Swissotel Buyuk Efes, standard, 37, 660450, 0.4, 0.8
2024-06-09, 2024-08-03, 4, Las Vegas, The Venetian Resort Las Vegas, standard, 11, 305800, 0.25, 0.8
2024-05-27, 2024-07-19, 2, İzmir, Hilton Izmir, large, 2, 29040, 0.35, 0.5
2024-06-14, 2024-08-07, 2, Roma, UNA Hotel Roma, standard, 2, 12720, 0.25, 0.85
2024-05-25, 2024-07-17, 1, Tokyo, Hotel Mystays Asakusa, executive, 1, 1690, 0.2, 0.6000000000000001
2024-06-10, 2024-08-03, 5, Singapur, Marina Bay Sands, deluxe, 1, 42800, 0.4, 0.65
2024-05-28, 2024-07-17, 2, Sydney, Four Seasons Hotel Sydney, suit, 1, 5900, 0.3, 1
2024-06-19, 2024-08-10, 2, Auckland, Ibis Budget Auckland Central, executive, 1, 4980, 0.15000000000000002, 0.30000000000000004
2024-06-01, 2024-07-23, 3, Hong Kong, Four Seasons Hotel Hong Kong, suit, 6, 120240, 0.3, 1
2024-05-29, 2024-07-19, 6, New York, The Plaza Hotel, suit, 1, 17640, 0.3, 1
2024-06-11, 2024-08-01, 2, Miami, The Setai Miami Beach, suit, 5, 13700, 0.3, 0.5
2024-06-06, 2024-07-30, 4, Buenos Aires, Alvear Palace Hotel, large, 7, 114520, 0.35, 0.65
2024-05-27, 2024-07-20, 9, Mexico City, Four Seasons Hotel Mexico City, deluxe, 2, 76140, 0.35, 0.5
2024-06-11, 2024-08-05, 5, Las Vegas, Excalibur Hotel, deluxe, 11, 185900, 0.30000000000000004, 0.30000000000000004
2024-06-21, 2024-08-10, 1, Los Angeles, The Beverly Hills Hotel, deluxe, 1, 4200, 0.3, 0.95
2024-06-17, 2024-08-06, 1, Şanlıurfa, Hilton Garden Inn Sanliurfa, suit, 2, 5980, 0.25, 0.5
2024-05-30, 2024-07-21, 6, Aydın, Charisma De Luxe Hotel, executive, 2, 50040, 0.35, 1
2024-06-09, 2024-08-02, 2, Ankara, Swissotel Ankara, standard, 1, 5980, 0.35, 0.65
2024-05-25, 2024-07-18, 1, Mersin, Hilton Mersin, suit, 3, 34860, 0.3, 1
2024-05-24, 2024-07-18, 3, İstanbul, Hotel Venera, large, 9, 27540, 0.2, 0.6000000000000001
2024-05-31, 2024-07-20, 2, New York, The Plaza Hotel, executive, 2, 8600, 0.3, 1
2024-05-21, 2024-07-10, 1, Bangkok, Mandarin Oriental Bangkok, deluxe, 1, 3640, 0.4, 0.95
2024-06-10, 2024-08-03, 6, Sao Paulo, Radisson Blu Sao Paulo, large, 8, 71520, 0.25, 0.4
2024-06-04, 2024-07-26, 2, Roma, UNA Hotel Roma, large, 11, 80520, 0.25, 0.85
2024-05-21, 2024-07-12, 1, Paris, Novotel Paris Les Halles, large, 15, 30300, 0.2, 0.85
2024-06-16, 2024-08-10, 3, Nevşehir, Dere Suites, large, 5, 31800, 0.30000000000000004, 0.55
2024-06-10, 2024-07-31, 3, San Francisco, Fairmont San Francisco, deluxe, 2, 24360, 0.25, 0.8
2024-06-17, 2024-08-10, 2, Muğla, Yacht Classic Hotel, deluxe, 22, 109120, 0.35000000000000003, 0.7
2024-06-02, 2024-07-27, 2, Bangkok, Mandarin Oriental Bangkok, standard, 3, 34200, 0.4, 0.95
2024-06-06, 2024-07-29, 1, Auckland, Crowne Plaza Auckland, executive, 2, 4380, 0.2, 0.4
2024-06-01, 2024-07-22, 1, Milano, Uptown Palace, deluxe, 19, 39520, 0.35000000000000003, 0.7
2024-06-03, 2024-07-23, 1, Doha, Mandarin Oriental, standard, 6, 16860, 0.4, 0.5
2024-05-24, 2024-07-13, 5, Muğla, Yacht Classic Hotel, standard, 6, 74100, 0.35000000000000003, 0.7
2024-05-26, 2024-07-15, 2, Paris, Pullman Paris Tour Eiffel, large, 9, 22500, 0.35000000000000003, 0.55
2024-06-09, 2024-07-29, 9, Jakarta, Mercure Jakarta Kota, standard, 1, 16470, 0.2, 1
2024-05-18, 2024-07-11, 1, Bali, The Bene Hotel, suit, 5, 6600, 0.30000000000000004, 0.30000000000000004
2024-06-10, 2024-08-02, 2, Trabzon, TS Gold Hotel, suit, 6, 36120, 0.30000000000000004, 0.85
2024-05-28, 2024-07-19, 2, Moskova, Lotte Hotel Moscow, executive, 2, 15840, 0.35, 1
2024-05-31, 2024-07-21, 1, Amsterdam, Mövenpick Hotel Amsterdam City Centre, deluxe, 18, 128880, 0.25, 0.85
2024-05-29, 2024-07-18, 9, Riyadh, The Ritz-Carlton Riyadh, suit, 15, 261900, 0.35, 0.5
2024-06-18, 2024-08-10, 4, Muğla, Hotel Unique, large, 2, 28800, 0.35000000000000003, 0.85
2024-06-04, 2024-07-24, 2, Singapur, Hotel Boss, suit, 5, 16600, 0.2, 0.30000000000000004
2024-05-29, 2024-07-23, 6, Moskova, The Ritz-Carlton Moscow, large, 1, 16920, 0.25, 1
2024-05-28, 2024-07-22, 6, Milano, Uptown Palace, large, 1, 15960, 0.35000000000000003, 0.7
2024-06-09, 2024-08-03, 4, Johannesburg, Reef Hotel, suit, 2, 14560, 0.30000000000000004, 0.45000000000000007
2024-05-27, 2024-07-19, 2, Bali, The Stones Hotel - Legian Bali, standard, 4, 5120, 0.35000000000000003, 0.7
2024-06-04, 2024-07-29, 5, Jakarta, Aston Marina Jakarta, large, 6, 41100, 0.25, 0.4
2024-05-30, 2024-07-21, 3, Mersin, Nobel Hotel, suit, 3, 10800, 0.15000000000000002, 0.45000000000000007
2024-06-10, 2024-08-02, 14, Kuala Lumpur, Hotel Sentral Kuala Lumpur, executive, 1, 97440, 0.25, 0.30000000000000004
2024-06-18, 2024-08-10, 4, Madrid, Petit Palace Cliper Gran Via, standard, 2, 8320, 0.30000000000000004, 0.30000000000000004
2024-05-24, 2024-07-18, 6, Singapur, York Hotel Singapore, executive, 2, 27840, 0.2, 0.4
2024-06-12, 2024-08-04, 2, Tokyo, Mandarin Oriental Tokyo, deluxe, 1, 6860, 0.3, 0.5
2024-06-04, 2024-07-27, 6, Rio de Janeiro, Windsor Asturias, suit, 1, 9960, 0.30000000000000004, 0.6000000000000001
2024-05-27, 2024-07-18, 10, Jakarta, Fairmont Jakarta, deluxe, 2, 92600, 0.4, 0.65
2024-06-05, 2024-07-30, 5, Sydney, Shangri-La Hotel Sydney, standard, 1, 19350, 0.35, 0.8
2024-06-16, 2024-08-10, 3, Sao Paulo, Tivoli Mofarrej Sao Paulo, large, 2, 27480, 0.35, 0.65
2024-06-04, 2024-07-25, 1, Seul, Lotte City Hotel, executive, 1, 1570, 0.35000000000000003, 0.7
2024-05-31, 2024-07-22, 1, Hong Kong, Regal Hongkong Hotel, deluxe, 11, 19910, 0.2, 0.55
2024-06-07, 2024-07-30, 5, Cairo, Ramses Hilton, large, 9, 187200, 0.35000000000000003, 0.85
2024-05-25, 2024-07-17, 2, Şanlıurfa, Nevali Hotel, deluxe, 6, 31320, 0.25, 0.95
2024-06-13, 2024-08-05, 4, Seul, Staz Hotel Myeongdong, large, 1, 3560, 0.2, 0.30000000000000004
2024-06-18, 2024-08-09, 1, Amsterdam, The Student Hotel Amsterdam City, standard, 2, 4720, 0.15000000000000002, 0.6000000000000001
2024-05-23, 2024-07-15, 1, Amsterdam, DoubleTree by Hilton Amsterdam, deluxe, 2, 5300, 0.30000000000000004, 1
2024-06-08, 2024-08-01, 1, Rio de Janeiro, Windsor Asturias, suit, 4, 22520, 0.30000000000000004, 0.6000000000000001
2024-05-21, 2024-07-10, 12, New York, Marriott Marquis Times Square, standard, 10, 295200, 0.2, 0.7
2024-05-22, 2024-07-15, 1, Londra, Ibis London City, deluxe, 2, 1540, 0.25, 0.30000000000000004
2024-05-23, 2024-07-12, 15, Bali, Grandmas Plus Hotel, large, 2, 26100, 0.25, 0.30000000000000004
2024-05-23, 2024-07-17, 5, Pekin, Beijing 161 Hotel, executive, 1, 10250, 0.15000000000000002, 0.75
2024-05-22, 2024-07-14, 1, Cape Town, One&Only Cape Town, standard, 7, 28420, 0.4, 0.8
2024-05-30, 2024-07-21, 5, Gaziantep, Hampton by Hilton, deluxe, 12, 81600, 0.25, 1
2024-06-05, 2024-07-25, 2, Buenos Aires, Faena Hotel Buenos Aires, standard, 2, 14880, 0.25, 0.5
2024-06-01, 2024-07-24, 6, Singapur, Marina Bay Sands, executive, 1, 19560, 0.4, 0.65
2024-05-24, 2024-07-14, 5, Pekin, Holiday Inn Express Beijing Dongzhimen, standard, 5, 51750, 0.2, 0.85
2024-06-08, 2024-07-31, 2, Amsterdam, InterContinental Amstel Amsterdam, executive, 2, 12880, 0.35, 1
2024-05-27, 2024-07-18, 8, Bursa, Hilton Bursa, standard, 11, 148720, 0.2, 0.85
